PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.DataWar.CN02.AR01;Attempt to query sensitive columns without the necessary permissions and verify that access is denied or data is masked.;Data;TODO: Describe this control family;CCC.DataWar.CN02 Enforce Column-Level Security Policies;;Ensure that access to sensitive data columns is restricted based on user roles, preventing unauthorized access to sensitive information.;['tlp-red', 'tlp-amber'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'AC-6']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.DataWar.CN03.AR01;Attempt to query data rows that the user should not have access to and verify that access is denied or data is not returned.;Data;TODO: Describe this control family;CCC.DataWar.CN03 Enforce Row-Level Security Policies;;Ensure that access to data rows is restricted based on user roles or attributes, preventing unauthorized access to specific subsets of data.;['tlp-red', 'tlp-amber'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-4']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'AC-6']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN01.AR01;When a vector embedding is submitted for indexing, the system MUST validate that it matches expected schema, dimension, and format profiles.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN01 Validate Embeddings Before Indexing;;Ensure all incoming embeddings are structurally and statistically validated before indexing to prevent poisoning or corruption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH02', 'CCC.Vector.TH05', 'CCC.Core.TH12']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-002']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN03.AR01;When a metadata filter is applied to a query, the service MUST verify the requester is authorized to access that field.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN03 Enforce Metadata-Level Access Controls;;Apply access control policies to metadata fields used in filtering to prevent unauthorized exposure or inference.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH03', 'CCC.Core.TH01']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-DET-001', 'AIR-PREV-012', 'AIR-DET-016']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN04.AR01;When ingestion exceeds pre-defined thresholds, the service MUST throttle or reject excess vector write operations.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN04 Enforce Ingestion Quotas and Throttling;;Prevent ingestion-based DoS or index pollution by rate-limiting vector submissions and enforcing quotas.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH02', 'CCC.Core.TH12']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-008']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN05.AR01;When a rollback is attempted, the system MUST log the action and verify rollback authorization.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN05 Enforce Index Versioning with Rollback Protection;;Ensure vector indexes are versioned and that rollback operations are authorized and auditable.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH04', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'AIR-DET-004', 'Identifiers': ['AIR-PREV-008']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN06.AR01;When an embedding is submitted, the service MUST validate that its format and dimensionality match allowed profiles.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN06 Enforce Dimensional and Format Constraints;;Reject embeddings that do not conform to expected model specifications (dimensions, format, etc).;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH05', 'CCC.Core.TH06']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-002']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.Vector.CN07.AR01;When a search request is issued, clients MUST be allowed to declare their requirement for exact vs approximate results.;Vector Indexing;Controls specific to the management and protection of vector embedding and index operations.;CCC.Vector.CN07 Support Explicit ANN vs. Exact Search Configuration;;Provide clients with the option to enforce exact-match (non-ANN) search where search fidelity is critical.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Vector.TH06']}];[];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.RDMS.CN02.AR01;When repeated failed login attempts are made in a short timeframe, the account must be locked out or rate-limited to prevent further login attempts.;Identity and Access Management;TODO: Describe this control family;CCC.RDMS.CN02 Account Lockout and Rate-Limiting;;Ensure the database enforces lockouts or rate-limiting after a specified number of failed authentication attempts. This prevents brute force or password-guessing attacks from succeeding.;['tlp-red', 'tlp-amber'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.RDMS.TH02']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-7']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.CntrReg.CN02.AR01;Confirm that artifacts older than the specified retention period are automatically deleted from the registry.;Data Management;TODO: Describe this control family;CCC.CntrReg.CN02 Implement Cleanup Policies for Artifacts;;Ensure that unused or outdated artifacts are cleaned up according to defined policies to manage storage effectively and reduce security risks associated with outdated versions.;['tlp-red', 'tlp-amber'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH14']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.IP-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-12']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.GenAI.CN03.AR01;When data is designated for model training or RAG ingestion, then its source MUST be explicitly approved and its provenance documented.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.GenAI.CN03 Data Provenance and Source Vetting;;Ensure that all data for training, fine-tuning or RAG comes from trusted, approved sources and is authorised for the intended purposes in order to prevent the initial introduction of malicious content or leaked sensitive data.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.GenAI.TH02', 'CCC.GenAI.TH03']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-006']}, {'ReferenceId': 'SAIF', 'Identifiers': ['Training Data Management']}, {'ReferenceId': 'MITRE-ATLAS', 'Identifiers': ['AML.M0025']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.GenAI.CN03.AR02;Data from unvetted sources MUST NOT be used in production systems.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.GenAI.CN03 Data Provenance and Source Vetting;;Ensure that all data for training, fine-tuning or RAG comes from trusted, approved sources and is authorised for the intended purposes in order to prevent the initial introduction of malicious content or leaked sensitive data.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.GenAI.TH02', 'CCC.GenAI.TH03']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-006']}, {'ReferenceId': 'SAIF', 'Identifiers': ['Training Data Management']}, {'ReferenceId': 'MITRE-ATLAS', 'Identifiers': ['AML.M0025']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.GenAI.CN07.AR01;When an application makes an API call to a foundational model in a production environment, then it MUST specify an explicit version identifier.;Configuration Management;The Configuration Management control family involves establishing, maintaining and monitoring the configuration of the service and related applications and infrastructure to ensure consistency, secure defaults and compliance.;CCC.GenAI.CN07 Model Version Pinning;;"Mandate that applications are locked (""pinned"") to a specific, tested version of a foundational model to prevent unexpected behaviour changes introduced by provider-side updates.";['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.GenAI.TH10']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-010']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.GenAI.CN08.AR01;When a new AI model is considered for production deployment, it MUST undergo a formal red teaming and quality assurance review.;Model Assurance and Evaluation;The Model Assurance and Evaluation control family encompasses the proactiveand continuous processes of testing and validating the AI model's behavior to ensure it aligns with safety, ethical, and quality standards.;CCC.GenAI.CN08 Quality Control and Red Teaming;;Establish a formal program for quality evaluation and adversarial testing (red teaming) to ensure GenAI system meet all business, quality, security and compliance requirements before getting deployed into production environments.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.GenAI.TH01', 'CCC.GenAI.TH02', 'CCC.GenAI.TH04', 'CCC.GenAI.TH08', 'CCC.GenAI.TH10']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-005']}, {'ReferenceId': 'SAIF', 'Identifiers': ['Adversarial Training and Testing', 'Red Teaming', 'Product Governance']}, {'ReferenceId': 'MITRE-ATLAS', 'Identifiers': ['AML.M0008']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.GenAI.CN08.AR02;If model quality review or red teaming identifies an issue that exceeds the organization's risk tolerance, the model MUST NOT be deployed until the issue is remediated.;Model Assurance and Evaluation;The Model Assurance and Evaluation control family encompasses the proactiveand continuous processes of testing and validating the AI model's behavior to ensure it aligns with safety, ethical, and quality standards.;CCC.GenAI.CN08 Quality Control and Red Teaming;;Establish a formal program for quality evaluation and adversarial testing (red teaming) to ensure GenAI system meet all business, quality, security and compliance requirements before getting deployed into production environments.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.GenAI.TH01', 'CCC.GenAI.TH02', 'CCC.GenAI.TH04', 'CCC.GenAI.TH08', 'CCC.GenAI.TH10']}];[{'ReferenceId': 'FINOS-AIGF', 'Identifiers': ['AIR-PREV-005']}, {'ReferenceId': 'SAIF', 'Identifiers': ['Adversarial Training and Testing', 'Red Teaming', 'Product Governance']}, {'ReferenceId': 'MITRE-ATLAS', 'Identifiers': ['AML.M0008']}];MANUAL;Manual check;manual_check;Manual check;manual;False
aws;Common Cloud Controls Catalog (CCC) for AWS;;;2026-09-13 17:05:55.304157;CCC.MLDE.CN02.AR01;Confirm that file download functionality is disabled on MLDE instances containing sensitive data.;Data Protection;TODO: Describe this control family;CCC.MLDE.CN02 Disable File Downloads on MLDE Instances;;Prevent unauthorized file downloads from MLDE instances to protect sensitive data from being exfiltrated.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.MLDE.TH02', 'CCC.Core.TH02']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-5']}, {'ReferenceId': 'CCM', 'Identifiers': ['DSI-05', 'DSI-07']}, {'ReferenceId': 'ISO_27001', 'Identifiers': ['2013 A.13.2.1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-7', 'SC-8']}];MANUAL;Manual check;manual_check;Manual check;manual;False
